"id","name","set_id","number","rarity","supertype","types","hp","evolvesFrom","artist","images_small","images_large"
"g1-75","Grass Energy","g1","75","Common","Energy","","","","","https://images.pokemontcg.io/g1/75.png","https://images.pokemontcg.io/g1/75_hires.png"
"g1-76","Fire Energy","g1","76","Common","Energy","","","","","https://images.pokemontcg.io/g1/76.png","https://images.pokemontcg.io/g1/76_hires.png"
"g1-77","Water Energy","g1","77","Common","Energy","","","","","https://images.pokemontcg.io/g1/77.png","https://images.pokemontcg.io/g1/77_hires.png"
"g1-78","Lightning Energy","g1","78","Common","Energy","","","","","https://images.pokemontcg.io/g1/78.png","https://images.pokemontcg.io/g1/78_hires.png"
"g1-79","Psychic Energy","g1","79","Common","Energy","","","","","https://images.pokemontcg.io/g1/79.png","https://images.pokemontcg.io/g1/79_hires.png"
"g1-80","Fighting Energy","g1","80","Common","Energy","","","","","https://images.pokemontcg.io/g1/80.png","https://images.pokemontcg.io/g1/80_hires.png"
"g1-81","Darkness Energy","g1","81","Common","Energy","","","","","https://images.pokemontcg.io/g1/81.png","https://images.pokemontcg.io/g1/81_hires.png"
"g1-82","Metal Energy","g1","82","Common","Energy","","","","","https://images.pokemontcg.io/g1/82.png","https://images.pokemontcg.io/g1/82_hires.png"
"g1-83","Fairy Energy","g1","83","Common","Energy","","","","","https://images.pokemontcg.io/g1/83.png","https://images.pokemontcg.io/g1/83_hires.png"
"g1-RC1","Chikorita","g1","RC1","Common","Pokémon","Grass","50","","Sanosuke Sakuma","https://images.pokemontcg.io/g1/RC1.png","https://images.pokemontcg.io/g1/RC1_hires.png"
"g1-RC2","Shroomish","g1","RC2","Common","Pokémon","Grass","60","","Miki Tanaka","https://images.pokemontcg.io/g1/RC2.png","https://images.pokemontcg.io/g1/RC2_hires.png"
"g1-RC3","Charmander","g1","RC3","Common","Pokémon","Fire","70","","Akira Komayama","https://images.pokemontcg.io/g1/RC3.png","https://images.pokemontcg.io/g1/RC3_hires.png"
"g1-RC4","Charmeleon","g1","RC4","Common","Pokémon","Fire","90","Charmander","Akira Komayama","https://images.pokemontcg.io/g1/RC4.png","https://images.pokemontcg.io/g1/RC4_hires.png"
"g1-RC5","Charizard","g1","RC5","Uncommon","Pokémon","Fire","160","Charmeleon","Akira Komayama","https://images.pokemontcg.io/g1/RC5.png","https://images.pokemontcg.io/g1/RC5_hires.png"
"g1-RC6","Flareon-EX","g1","RC6","Rare Holo EX","Pokémon","Fire","170","","Atsuko Nishida","https://images.pokemontcg.io/g1/RC6.png","https://images.pokemontcg.io/g1/RC6_hires.png"
"g1-RC7","Snorunt","g1","RC7","Common","Pokémon","Water","50","","MAHOU","https://images.pokemontcg.io/g1/RC7.png","https://images.pokemontcg.io/g1/RC7_hires.png"
"g1-RC8","Froslass","g1","RC8","Uncommon","Pokémon","Water","90","Snorunt","Shin Nagasawa","https://images.pokemontcg.io/g1/RC8.png","https://images.pokemontcg.io/g1/RC8_hires.png"
"g1-RC9","Raichu","g1","RC9","Common","Pokémon","Lightning","90","Pikachu","Aya Kusube","https://images.pokemontcg.io/g1/RC9.png","https://images.pokemontcg.io/g1/RC9_hires.png"
"g1-RC10","Dedenne","g1","RC10","Uncommon","Pokémon","Lightning","60","","kanahei","https://images.pokemontcg.io/g1/RC10.png","https://images.pokemontcg.io/g1/RC10_hires.png"
"g1-RC11","Wobbuffet","g1","RC11","Common","Pokémon","Psychic","110","","Yukiko Baba","https://images.pokemontcg.io/g1/RC11.png","https://images.pokemontcg.io/g1/RC11_hires.png"
"g1-RC12","Gulpin","g1","RC12","Common","Pokémon","Psychic","60","","Tomokazu Komiya","https://images.pokemontcg.io/g1/RC12.png","https://images.pokemontcg.io/g1/RC12_hires.png"
"g1-RC13","Jirachi","g1","RC13","Uncommon","Pokémon","Psychic","70","","kirisAki","https://images.pokemontcg.io/g1/RC13.png","https://images.pokemontcg.io/g1/RC13_hires.png"
"g1-RC14","Espurr","g1","RC14","Common","Pokémon","Psychic","50","","Kanako Eo","https://images.pokemontcg.io/g1/RC14.png","https://images.pokemontcg.io/g1/RC14_hires.png"
"g1-RC15","Meowstic","g1","RC15","Uncommon","Pokémon","Psychic","90","Espurr","sui","https://images.pokemontcg.io/g1/RC15.png","https://images.pokemontcg.io/g1/RC15_hires.png"
"g1-RC16","Yveltal","g1","RC16","Uncommon","Pokémon","Darkness","130","","Saya Tsuruta","https://images.pokemontcg.io/g1/RC16.png","https://images.pokemontcg.io/g1/RC16_hires.png"
"g1-RC17","Flabébé","g1","RC17","Common","Pokémon","Fairy","40","","Saya Tsuruta","https://images.pokemontcg.io/g1/RC17.png","https://images.pokemontcg.io/g1/RC17_hires.png"
"g1-RC18","Floette","g1","RC18","Uncommon","Pokémon","Fairy","70","Flabébé","Eske Yoshinob","https://images.pokemontcg.io/g1/RC18.png","https://images.pokemontcg.io/g1/RC18_hires.png"
"g1-RC19","Swirlix","g1","RC19","Uncommon","Pokémon","Fairy","60","","Yuka Morii","https://images.pokemontcg.io/g1/RC19.png","https://images.pokemontcg.io/g1/RC19_hires.png"
"g1-RC20","Slurpuff","g1","RC20","Uncommon","Pokémon","Fairy","90","Swirlix","MAHOU","https://images.pokemontcg.io/g1/RC20.png","https://images.pokemontcg.io/g1/RC20_hires.png"
"g1-RC21","Sylveon-EX","g1","RC21","Rare Holo EX","Pokémon","Fairy","170","","sui","https://images.pokemontcg.io/g1/RC21.png","https://images.pokemontcg.io/g1/RC21_hires.png"
"g1-RC22","Diancie","g1","RC22","Uncommon","Pokémon","Fairy","90","","Mizue","https://images.pokemontcg.io/g1/RC22.png","https://images.pokemontcg.io/g1/RC22_hires.png"
"g1-RC23","Swablu","g1","RC23","Common","Pokémon","Colorless","40","","Atsuko Nishida","https://images.pokemontcg.io/g1/RC23.png","https://images.pokemontcg.io/g1/RC23_hires.png"
"g1-RC24","Altaria","g1","RC24","Uncommon","Pokémon","Colorless","90","Swablu","Kagemaru Himeno","https://images.pokemontcg.io/g1/RC24.png","https://images.pokemontcg.io/g1/RC24_hires.png"
"g1-RC25","Fletchling","g1","RC25","Common","Pokémon","Colorless","40","","Aya Kusube","https://images.pokemontcg.io/g1/RC25.png","https://images.pokemontcg.io/g1/RC25_hires.png"
"g1-RC26","Floral Crown","g1","RC26","Common","Trainer","","","","Aya Kusube","https://images.pokemontcg.io/g1/RC26.png","https://images.pokemontcg.io/g1/RC26_hires.png"
"g1-RC27","Wally","g1","RC27","Uncommon","Trainer","","","","Megumi Mizutani","https://images.pokemontcg.io/g1/RC27.png","https://images.pokemontcg.io/g1/RC27_hires.png"
"g1-RC28","Flareon-EX","g1","RC28","Rare Ultra","Pokémon","Fire","170","","kirisAki","https://images.pokemontcg.io/g1/RC28.png","https://images.pokemontcg.io/g1/RC28_hires.png"
"g1-RC29","Pikachu","g1","RC29","Rare Ultra","Pokémon","Lightning","60","","Kagemaru Himeno","https://images.pokemontcg.io/g1/RC29.png","https://images.pokemontcg.io/g1/RC29_hires.png"
"g1-RC30","Gardevoir-EX","g1","RC30","Rare Ultra","Pokémon","Fairy","170","","Mizue","https://images.pokemontcg.io/g1/RC30.png","https://images.pokemontcg.io/g1/RC30_hires.png"
"g1-RC31","M Gardevoir-EX","g1","RC31","Rare Ultra","Pokémon","Fairy","210","Gardevoir-EX","Megumi Mizutani","https://images.pokemontcg.io/g1/RC31.png","https://images.pokemontcg.io/g1/RC31_hires.png"
"g1-RC32","Sylveon-EX","g1","RC32","Rare Ultra","Pokémon","Fairy","170","","Kanako Eo","https://images.pokemontcg.io/g1/RC32.png","https://images.pokemontcg.io/g1/RC32_hires.png"
"gym1-1","Blaine's Moltres","gym1","1","Rare Holo","Pokémon","Fire","90","","Ken Sugimori","https://images.pokemontcg.io/gym1/1.png","https://images.pokemontcg.io/gym1/1_hires.png"
"gym1-2","Brock's Rhydon","gym1","2","Rare Holo","Pokémon","Fighting","80","Brock's Rhyhorn","Ken Sugimori","https://images.pokemontcg.io/gym1/2.png","https://images.pokemontcg.io/gym1/2_hires.png"
"gym1-3","Erika's Clefable","gym1","3","Rare Holo","Pokémon","Colorless","70","Erika's Clefairy","Atsuko Nishida","https://images.pokemontcg.io/gym1/3.png","https://images.pokemontcg.io/gym1/3_hires.png"
"gym1-4","Erika's Dragonair","gym1","4","Rare Holo","Pokémon","Colorless","80","Erika's Dratini","Atsuko Nishida","https://images.pokemontcg.io/gym1/4.png","https://images.pokemontcg.io/gym1/4_hires.png"
"gym1-5","Erika's Vileplume","gym1","5","Rare Holo","Pokémon","Grass","80","Erika's Gloom","Ken Sugimori","https://images.pokemontcg.io/gym1/5.png","https://images.pokemontcg.io/gym1/5_hires.png"
"gym1-6","Lt. Surge's Electabuzz","gym1","6","Rare Holo","Pokémon","Lightning","70","","Ken Sugimori","https://images.pokemontcg.io/gym1/6.png","https://images.pokemontcg.io/gym1/6_hires.png"
"gym1-7","Lt. Surge's Fearow","gym1","7","Rare Holo","Pokémon","Colorless","70","Lt. Surge's Spearow","Ken Sugimori","https://images.pokemontcg.io/gym1/7.png","https://images.pokemontcg.io/gym1/7_hires.png"
"gym1-8","Lt. Surge's Magneton","gym1","8","Rare Holo","Pokémon","Lightning","70","Lt. Surge's Magnemite","Ken Sugimori","https://images.pokemontcg.io/gym1/8.png","https://images.pokemontcg.io/gym1/8_hires.png"
"gym1-9","Misty's Seadra","gym1","9","Rare Holo","Pokémon","Water","70","Misty's Horsea","Atsuko Nishida","https://images.pokemontcg.io/gym1/9.png","https://images.pokemontcg.io/gym1/9_hires.png"
"gym1-10","Misty's Tentacruel","gym1","10","Rare Holo","Pokémon","Water","70","Misty's Tentacool","Ken Sugimori","https://images.pokemontcg.io/gym1/10.png","https://images.pokemontcg.io/gym1/10_hires.png"
"gym1-11","Rocket's Hitmonchan","gym1","11","Rare Holo","Pokémon","Fighting","60","","Ken Sugimori","https://images.pokemontcg.io/gym1/11.png","https://images.pokemontcg.io/gym1/11_hires.png"
"gym1-12","Rocket's Moltres","gym1","12","Rare Holo","Pokémon","Fire","60","","Ken Sugimori","https://images.pokemontcg.io/gym1/12.png","https://images.pokemontcg.io/gym1/12_hires.png"
"gym1-13","Rocket's Scyther","gym1","13","Rare Holo","Pokémon","Grass","60","","Ken Sugimori","https://images.pokemontcg.io/gym1/13.png","https://images.pokemontcg.io/gym1/13_hires.png"
"gym1-14","Sabrina's Gengar","gym1","14","Rare Holo","Pokémon","Psychic","80","Sabrina's Haunter","Ken Sugimori","https://images.pokemontcg.io/gym1/14.png","https://images.pokemontcg.io/gym1/14_hires.png"
"gym1-15","Brock","gym1","15","Rare Holo","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/15.png","https://images.pokemontcg.io/gym1/15_hires.png"
"gym1-16","Erika","gym1","16","Rare Holo","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/16.png","https://images.pokemontcg.io/gym1/16_hires.png"
"gym1-17","Lt. Surge","gym1","17","Rare Holo","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/17.png","https://images.pokemontcg.io/gym1/17_hires.png"
"gym1-18","Misty","gym1","18","Rare Holo","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/18.png","https://images.pokemontcg.io/gym1/18_hires.png"
"gym1-19","The Rocket's Trap","gym1","19","Rare Holo","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/19.png","https://images.pokemontcg.io/gym1/19_hires.png"
"gym1-20","Brock's Golem","gym1","20","Rare","Pokémon","Fighting","90","Brock's Graveler","Ken Sugimori","https://images.pokemontcg.io/gym1/20.png","https://images.pokemontcg.io/gym1/20_hires.png"
"gym1-21","Brock's Onix","gym1","21","Rare","Pokémon","Fighting","70","","Benimaru Itoh","https://images.pokemontcg.io/gym1/21.png","https://images.pokemontcg.io/gym1/21_hires.png"
"gym1-22","Brock's Rhyhorn","gym1","22","Rare","Pokémon","Fighting","60","","Ken Sugimori","https://images.pokemontcg.io/gym1/22.png","https://images.pokemontcg.io/gym1/22_hires.png"
"gym1-23","Brock's Sandslash","gym1","23","Rare","Pokémon","Fighting","60","Brock's Sandshrew","Ken Sugimori","https://images.pokemontcg.io/gym1/23.png","https://images.pokemontcg.io/gym1/23_hires.png"
"gym1-24","Brock's Zubat","gym1","24","Rare","Pokémon","Grass","30","","Ken Sugimori","https://images.pokemontcg.io/gym1/24.png","https://images.pokemontcg.io/gym1/24_hires.png"
"gym1-25","Erika's Clefairy","gym1","25","Rare","Pokémon","Colorless","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/25.png","https://images.pokemontcg.io/gym1/25_hires.png"
"gym1-26","Erika's Victreebel","gym1","26","Rare","Pokémon","Grass","80","Erika's Weepinbell","Ken Sugimori","https://images.pokemontcg.io/gym1/26.png","https://images.pokemontcg.io/gym1/26_hires.png"
"gym1-27","Lt. Surge's Electabuzz","gym1","27","Rare","Pokémon","Lightning","60","","Ken Sugimori","https://images.pokemontcg.io/gym1/27.png","https://images.pokemontcg.io/gym1/27_hires.png"
"gym1-28","Lt. Surge's Raichu","gym1","28","Rare","Pokémon","Lightning","70","Lt. Surge's Pikachu","Ken Sugimori","https://images.pokemontcg.io/gym1/28.png","https://images.pokemontcg.io/gym1/28_hires.png"
"gym1-29","Misty's Cloyster","gym1","29","Rare","Pokémon","Water","70","Misty's Shellder","Ken Sugimori","https://images.pokemontcg.io/gym1/29.png","https://images.pokemontcg.io/gym1/29_hires.png"
"gym1-30","Misty's Goldeen","gym1","30","Rare","Pokémon","Water","30","","Ken Sugimori","https://images.pokemontcg.io/gym1/30.png","https://images.pokemontcg.io/gym1/30_hires.png"
"gym1-31","Misty's Poliwrath","gym1","31","Rare","Pokémon","Water","90","Misty's Poliwhirl","Ken Sugimori","https://images.pokemontcg.io/gym1/31.png","https://images.pokemontcg.io/gym1/31_hires.png"
"gym1-32","Misty's Tentacool","gym1","32","Rare","Pokémon","Water","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/32.png","https://images.pokemontcg.io/gym1/32_hires.png"
"gym1-33","Rocket's Snorlax","gym1","33","Rare","Pokémon","Colorless","90","","Shin-ichi Yoshida","https://images.pokemontcg.io/gym1/33.png","https://images.pokemontcg.io/gym1/33_hires.png"
"gym1-34","Sabrina's Venomoth","gym1","34","Rare","Pokémon","Grass","60","Sabrina's Venonat","Ken Sugimori","https://images.pokemontcg.io/gym1/34.png","https://images.pokemontcg.io/gym1/34_hires.png"
"gym1-35","Blaine's Growlithe","gym1","35","Uncommon","Pokémon","Fire","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/35.png","https://images.pokemontcg.io/gym1/35_hires.png"
"gym1-36","Blaine's Kangaskhan","gym1","36","Uncommon","Pokémon","Colorless","80","","Ken Sugimori","https://images.pokemontcg.io/gym1/36.png","https://images.pokemontcg.io/gym1/36_hires.png"
"gym1-37","Blaine's Magmar","gym1","37","Uncommon","Pokémon","Fire","60","","Ken Sugimori","https://images.pokemontcg.io/gym1/37.png","https://images.pokemontcg.io/gym1/37_hires.png"
"gym1-38","Brock's Geodude","gym1","38","Uncommon","Pokémon","Fighting","50","","Atsuko Nishida","https://images.pokemontcg.io/gym1/38.png","https://images.pokemontcg.io/gym1/38_hires.png"
"gym1-39","Brock's Golbat","gym1","39","Uncommon","Pokémon","Grass","70","Brock's Zubat","Ken Sugimori","https://images.pokemontcg.io/gym1/39.png","https://images.pokemontcg.io/gym1/39_hires.png"
"gym1-40","Brock's Graveler","gym1","40","Uncommon","Pokémon","Fighting","70","Brock's Geodude","Ken Sugimori","https://images.pokemontcg.io/gym1/40.png","https://images.pokemontcg.io/gym1/40_hires.png"
"gym1-41","Brock's Lickitung","gym1","41","Uncommon","Pokémon","Colorless","80","","Ken Sugimori","https://images.pokemontcg.io/gym1/41.png","https://images.pokemontcg.io/gym1/41_hires.png"
"gym1-42","Erika's Dratini","gym1","42","Uncommon","Pokémon","Colorless","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/42.png","https://images.pokemontcg.io/gym1/42_hires.png"
"gym1-43","Erika's Exeggcute","gym1","43","Uncommon","Pokémon","Grass","50","","Atsuko Nishida","https://images.pokemontcg.io/gym1/43.png","https://images.pokemontcg.io/gym1/43_hires.png"
"gym1-44","Erika's Exeggutor","gym1","44","Uncommon","Pokémon","Grass","70","Erika's Exeggcute","Ken Sugimori","https://images.pokemontcg.io/gym1/44.png","https://images.pokemontcg.io/gym1/44_hires.png"
"gym1-45","Erika's Gloom","gym1","45","Uncommon","Pokémon","Grass","60","Erika's Oddish","Ken Sugimori","https://images.pokemontcg.io/gym1/45.png","https://images.pokemontcg.io/gym1/45_hires.png"
"gym1-46","Erika's Gloom","gym1","46","Uncommon","Pokémon","Grass","70","Erika's Oddish","Ken Sugimori","https://images.pokemontcg.io/gym1/46.png","https://images.pokemontcg.io/gym1/46_hires.png"
"gym1-47","Erika's Oddish","gym1","47","Uncommon","Pokémon","Grass","40","","Atsuko Nishida","https://images.pokemontcg.io/gym1/47.png","https://images.pokemontcg.io/gym1/47_hires.png"
"gym1-48","Erika's Weepinbell","gym1","48","Uncommon","Pokémon","Grass","60","Erika's Bellsprout","Atsuko Nishida","https://images.pokemontcg.io/gym1/48.png","https://images.pokemontcg.io/gym1/48_hires.png"
"gym1-49","Erika's Weepinbell","gym1","49","Uncommon","Pokémon","Grass","70","Erika's Bellsprout","Ken Sugimori","https://images.pokemontcg.io/gym1/49.png","https://images.pokemontcg.io/gym1/49_hires.png"
"gym1-50","Lt. Surge's Magnemite","gym1","50","Uncommon","Pokémon","Lightning","30","","Atsuko Nishida","https://images.pokemontcg.io/gym1/50.png","https://images.pokemontcg.io/gym1/50_hires.png"
"gym1-51","Lt. Surge's Raticate","gym1","51","Uncommon","Pokémon","Colorless","70","Lt. Surge's Rattata","Ken Sugimori","https://images.pokemontcg.io/gym1/51.png","https://images.pokemontcg.io/gym1/51_hires.png"
"gym1-52","Lt. Surge's Spearow","gym1","52","Uncommon","Pokémon","Colorless","30","","Ken Sugimori","https://images.pokemontcg.io/gym1/52.png","https://images.pokemontcg.io/gym1/52_hires.png"
"gym1-53","Misty's Poliwhirl","gym1","53","Uncommon","Pokémon","Water","70","Misty's Poliwag","Ken Sugimori","https://images.pokemontcg.io/gym1/53.png","https://images.pokemontcg.io/gym1/53_hires.png"
"gym1-54","Misty's Psyduck","gym1","54","Uncommon","Pokémon","Water","50","","Atsuko Nishida","https://images.pokemontcg.io/gym1/54.png","https://images.pokemontcg.io/gym1/54_hires.png"
"gym1-55","Misty's Seaking","gym1","55","Uncommon","Pokémon","Water","70","Misty's Goldeen","Ken Sugimori","https://images.pokemontcg.io/gym1/55.png","https://images.pokemontcg.io/gym1/55_hires.png"
"gym1-56","Misty's Starmie","gym1","56","Uncommon","Pokémon","Water","80","Misty's Staryu","Ken Sugimori","https://images.pokemontcg.io/gym1/56.png","https://images.pokemontcg.io/gym1/56_hires.png"
"gym1-57","Misty's Tentacool","gym1","57","Uncommon","Pokémon","Water","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/57.png","https://images.pokemontcg.io/gym1/57_hires.png"
"gym1-58","Sabrina's Haunter","gym1","58","Uncommon","Pokémon","Psychic","50","Sabrina's Gastly","Atsuko Nishida","https://images.pokemontcg.io/gym1/58.png","https://images.pokemontcg.io/gym1/58_hires.png"
"gym1-59","Sabrina's Jynx","gym1","59","Uncommon","Pokémon","Psychic","60","","Ken Sugimori","https://images.pokemontcg.io/gym1/59.png","https://images.pokemontcg.io/gym1/59_hires.png"
"gym1-60","Sabrina's Slowbro","gym1","60","Uncommon","Pokémon","Psychic","70","Sabrina's Slowpoke","Ken Sugimori","https://images.pokemontcg.io/gym1/60.png","https://images.pokemontcg.io/gym1/60_hires.png"
"gym1-61","Blaine's Charmander","gym1","61","Common","Pokémon","Fire","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/61.png","https://images.pokemontcg.io/gym1/61_hires.png"
"gym1-62","Blaine's Growlithe","gym1","62","Common","Pokémon","Fire","50","","Atsuko Nishida","https://images.pokemontcg.io/gym1/62.png","https://images.pokemontcg.io/gym1/62_hires.png"
"gym1-63","Blaine's Ponyta","gym1","63","Common","Pokémon","Fire","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/63.png","https://images.pokemontcg.io/gym1/63_hires.png"
"gym1-64","Blaine's Tauros","gym1","64","Common","Pokémon","Colorless","70","","Ken Sugimori","https://images.pokemontcg.io/gym1/64.png","https://images.pokemontcg.io/gym1/64_hires.png"
"gym1-65","Blaine's Vulpix","gym1","65","Common","Pokémon","Fire","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/65.png","https://images.pokemontcg.io/gym1/65_hires.png"
"gym1-66","Brock's Geodude","gym1","66","Common","Pokémon","Fighting","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/66.png","https://images.pokemontcg.io/gym1/66_hires.png"
"gym1-67","Brock's Mankey","gym1","67","Common","Pokémon","Fighting","40","","Atsuko Nishida","https://images.pokemontcg.io/gym1/67.png","https://images.pokemontcg.io/gym1/67_hires.png"
"gym1-68","Brock's Mankey","gym1","68","Common","Pokémon","Fighting","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/68.png","https://images.pokemontcg.io/gym1/68_hires.png"
"gym1-69","Brock's Onix","gym1","69","Common","Pokémon","Fighting","100","","Ken Sugimori","https://images.pokemontcg.io/gym1/69.png","https://images.pokemontcg.io/gym1/69_hires.png"
"gym1-70","Brock's Rhyhorn","gym1","70","Common","Pokémon","Fighting","70","","Ken Sugimori","https://images.pokemontcg.io/gym1/70.png","https://images.pokemontcg.io/gym1/70_hires.png"
"gym1-71","Brock's Sandshrew","gym1","71","Common","Pokémon","Fighting","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/71.png","https://images.pokemontcg.io/gym1/71_hires.png"
"gym1-72","Brock's Sandshrew","gym1","72","Common","Pokémon","Fighting","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/72.png","https://images.pokemontcg.io/gym1/72_hires.png"
"gym1-73","Brock's Vulpix","gym1","73","Common","Pokémon","Fire","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/73.png","https://images.pokemontcg.io/gym1/73_hires.png"
"gym1-74","Brock's Zubat","gym1","74","Common","Pokémon","Grass","40","","Atsuko Nishida","https://images.pokemontcg.io/gym1/74.png","https://images.pokemontcg.io/gym1/74_hires.png"
"gym1-75","Erika's Bellsprout","gym1","75","Common","Pokémon","Grass","40","","Atsuko Nishida","https://images.pokemontcg.io/gym1/75.png","https://images.pokemontcg.io/gym1/75_hires.png"
"gym1-76","Erika's Bellsprout","gym1","76","Common","Pokémon","Grass","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/76.png","https://images.pokemontcg.io/gym1/76_hires.png"
"gym1-77","Erika's Exeggcute","gym1","77","Common","Pokémon","Grass","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/77.png","https://images.pokemontcg.io/gym1/77_hires.png"
"gym1-78","Erika's Oddish","gym1","78","Common","Pokémon","Grass","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/78.png","https://images.pokemontcg.io/gym1/78_hires.png"
"gym1-79","Erika's Tangela","gym1","79","Common","Pokémon","Grass","60","","Ken Sugimori","https://images.pokemontcg.io/gym1/79.png","https://images.pokemontcg.io/gym1/79_hires.png"
"gym1-80","Lt. Surge's Magnemite","gym1","80","Common","Pokémon","Lightning","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/80.png","https://images.pokemontcg.io/gym1/80_hires.png"
"gym1-81","Lt. Surge's Pikachu","gym1","81","Common","Pokémon","Lightning","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/81.png","https://images.pokemontcg.io/gym1/81_hires.png"
"gym1-82","Lt. Surge's Rattata","gym1","82","Common","Pokémon","Colorless","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/82.png","https://images.pokemontcg.io/gym1/82_hires.png"
"gym1-83","Lt. Surge's Spearow","gym1","83","Common","Pokémon","Colorless","50","","Atsuko Nishida","https://images.pokemontcg.io/gym1/83.png","https://images.pokemontcg.io/gym1/83_hires.png"
"gym1-84","Lt. Surge's Voltorb","gym1","84","Common","Pokémon","Lightning","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/84.png","https://images.pokemontcg.io/gym1/84_hires.png"
"gym1-85","Misty's Goldeen","gym1","85","Common","Pokémon","Water","40","","Atsuko Nishida","https://images.pokemontcg.io/gym1/85.png","https://images.pokemontcg.io/gym1/85_hires.png"
"gym1-86","Misty's Horsea","gym1","86","Common","Pokémon","Water","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/86.png","https://images.pokemontcg.io/gym1/86_hires.png"
"gym1-87","Misty's Poliwag","gym1","87","Common","Pokémon","Water","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/87.png","https://images.pokemontcg.io/gym1/87_hires.png"
"gym1-88","Misty's Seel","gym1","88","Common","Pokémon","Water","60","","Atsuko Nishida","https://images.pokemontcg.io/gym1/88.png","https://images.pokemontcg.io/gym1/88_hires.png"
"gym1-89","Misty's Shellder","gym1","89","Common","Pokémon","Water","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/89.png","https://images.pokemontcg.io/gym1/89_hires.png"
"gym1-90","Misty's Staryu","gym1","90","Common","Pokémon","Water","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/90.png","https://images.pokemontcg.io/gym1/90_hires.png"
"gym1-91","Sabrina's Abra","gym1","91","Common","Pokémon","Psychic","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/91.png","https://images.pokemontcg.io/gym1/91_hires.png"
"gym1-92","Sabrina's Drowzee","gym1","92","Common","Pokémon","Psychic","50","","Atsuko Nishida","https://images.pokemontcg.io/gym1/92.png","https://images.pokemontcg.io/gym1/92_hires.png"
"gym1-93","Sabrina's Gastly","gym1","93","Common","Pokémon","Psychic","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/93.png","https://images.pokemontcg.io/gym1/93_hires.png"
"gym1-94","Sabrina's Mr. Mime","gym1","94","Common","Pokémon","Psychic","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/94.png","https://images.pokemontcg.io/gym1/94_hires.png"
"gym1-95","Sabrina's Slowpoke","gym1","95","Common","Pokémon","Psychic","50","","Ken Sugimori","https://images.pokemontcg.io/gym1/95.png","https://images.pokemontcg.io/gym1/95_hires.png"
"gym1-96","Sabrina's Venonat","gym1","96","Common","Pokémon","Grass","40","","Ken Sugimori","https://images.pokemontcg.io/gym1/96.png","https://images.pokemontcg.io/gym1/96_hires.png"
"gym1-97","Blaine's Quiz #1","gym1","97","Rare","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/97.png","https://images.pokemontcg.io/gym1/97_hires.png"
"gym1-98","Brock","gym1","98","Rare","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/98.png","https://images.pokemontcg.io/gym1/98_hires.png"
"gym1-99","Charity","gym1","99","Rare","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/99.png","https://images.pokemontcg.io/gym1/99_hires.png"
"gym1-100","Erika","gym1","100","Rare","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/100.png","https://images.pokemontcg.io/gym1/100_hires.png"
"gym1-101","Lt. Surge","gym1","101","Rare","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/101.png","https://images.pokemontcg.io/gym1/101_hires.png"
"gym1-102","Misty","gym1","102","Rare","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/102.png","https://images.pokemontcg.io/gym1/102_hires.png"
"gym1-103","No Removal Gym","gym1","103","Rare","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/103.png","https://images.pokemontcg.io/gym1/103_hires.png"
